"atoll_schema","site_version","site_name","fuze_site_id","site_record_id","latitude_degrees","longitude_degrees","street_address","city","county","state","zip_code","sector","azimuth","antenna_model","antenna_manufacturer","antenna_max_gain","antenna_centerline","lte_market","enodeb_id","max_power","main_propagation_model","radio_manufacturer","radio_model","extended_calculation_radius","enodeb_eutrancellfdd","channel_number","pci","antenna_h_bw","mechanical_tilt","electrical_tilt","ret","altitude_amsl","tac","cell_id","technology","band_class","trans_cell_type","site_record_name","site_number","site_code","location_name","fips_county_code","search_ring_id","peoplesoft_location_code","site_on_air_date","c_ran_hub_name","address_description","network_territory","network_market","network_sub_market","network_local_market","site_altitude_amsl","site_surveyed_altitude_amsl","site_support_structure_height","site_structure_type","temporary_site","lra_partner","network_extender_capable","spm_project_id","band_info","channel_bw","combined_cell_code","antenna_latitude","antenna_longitude","number_of_tx_antenna_ports","number_of_rx_antenna_ports","tx_record_id","xmtr_location","duplex_type","coverage_type","threshold","fcc_market_number","sum"
albuquerque,"0000",LSC_DOOLITTLE,"2635961","101263","32.32846",-106.807112,"2211 N. Valley",Las Cruces,Dona Ana,NM,"88007","1","0",QS8658-3_757MHZ_03DT_PORT1 ,QUINTEL USA INC,"12.682","65","026","026429","47.7815125038364",WPM_SU_LCR_ELP_TALL_700_083016_ALB,"",Unknown,"29.999801161218485","026429_1","5230","81","61","3","3.0","3","3900.91876","6658","1",LTE,"700",Macro,"0429 LSC_DOOLITTLE (STA-0000)","0429",STA,LSC_DOOLITTLE - ALT 1,"35013","","286825","09/14/2016","","",South Central/South East,South Central,Southwest,El Paso,"3900.91876","3901.5","67.01715912115138","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","26","32.32846",-106.807112,"2","4","108878",,,,,,2.114255422169193E8
albuquerque,"0000",LSC_DOOLITTLE,"2635961","101263","32.32846",-106.807112,"2211 N. Valley",Las Cruces,Dona Ana,NM,"88007","1","0",QS8658-3_2100MHZ_02DT_PORT5 ,QUINTEL USA INC,"15.443","65","026","026429","47.7815125038364",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,"",Unknown,"29.999801161218485","026429_1_2","2125","81","62.5","3","2.0","2","3900.91876","6658","12",LTE,AWS,Macro,"0429 LSC_DOOLITTLE (STA-0000)","0429",STA,LSC_DOOLITTLE - ALT 1,"35013","","286825","09/14/2016","","",South Central/South East,South Central,Southwest,El Paso,"3900.91876","3901.5","67.01715912115138","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","26","32.32846",-106.807112,"2","4","108880",,,,,,8.681501802651219E7
albuquerque,"0000",LSC_DOOLITTLE,"2635961","101263","32.32846",-106.807112,"2211 N. Valley",Las Cruces,Dona Ana,NM,"88007","2","120",QS8658-3_757MHZ_04DT_PORT1 ,QUINTEL USA INC,"12.498","65","026","026429","47.7815125038364",WPM_SU_LCR_ELP_TALL_700_083016_ALB,"",Unknown,"29.999801161218485","026429_2","5230","82","60.75","3","4.0","4","3900.91876","6658","2",LTE,"700",Macro,"0429 LSC_DOOLITTLE (STA-0000)","0429",STA,LSC_DOOLITTLE - ALT 1,"35013","","286825","09/14/2016","","",South Central/South East,South Central,Southwest,El Paso,"3900.91876","3901.5","67.01715912115138","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","26","32.32846",-106.807112,"2","4","108881",,,,,,2.6179338523437712E8
albuquerque,"0000",LSC_DOOLITTLE,"2635961","101263","32.32846",-106.807112,"2211 N. Valley",Las Cruces,Dona Ana,NM,"88007","2","120",QS8658-3_2100MHZ_02DT_PORT5 ,QUINTEL USA INC,"15.443","65","026","026429","47.7815125038364",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,"",Unknown,"29.999801161218485","026429_2_2","2125","82","62.5","3","2.0","2","3900.91876","6658","22",LTE,AWS,Macro,"0429 LSC_DOOLITTLE (STA-0000)","0429",STA,LSC_DOOLITTLE - ALT 1,"35013","","286825","09/14/2016","","",South Central/South East,South Central,Southwest,El Paso,"3900.91876","3901.5","67.01715912115138","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","26","32.32846",-106.807112,"2","4","108882",,,,,,7.115507874893379E7
albuquerque,"0000",ABQ_BUDAGHERS,"676392","101256","35.461122",-106.332272,"Lot 31, Block one of Budaghers Estate",Algodones,Sandoval,NM,"87001","1","0",SBNHH-1D85C_PORT 1 - +45_04DT_0752 ,ANDREW,"13.398","211","025","025813","47.7815125038364",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025813_1","5230","375","79.25","0","5.0","5","5548.99295972","6404","1",LTE,"700",Macro,"0813 ABQ_BUDAGHERS (STA-0000)","0813",STA,ABQ_BUDAGHERS,"35043","","144428","","",EXIT 257 OFF I-25 N,South Central/South East,South Central,Southwest,Albuquerque,"5548.99295972","5548","250.06402657146","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","35.461122",-106.332272,"2","4","108883",,,,,,9.59110724046012E8
albuquerque,"0000",LSC_HILLRISE_ENB2,"676486","101524","32.305697",-106.738075,"2912 Idaho Ave",Las Cruces,Dona Ana,NM,"88011","1","240",HTXCW631619R000-T02-2100 ,AMPHENOL,"15.9","38","026","026424","47.7815125038364",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIA B4 RRH 2x40-4R,"29.999801161218485","026424_1_2","2125","165","60.75","5","2.0","","4140.42008","6658","12",LTE,AWS,Macro,"0424 LSC_HILLRISE_ENB2 (STA-0000)","0424",STA,LSC_HILLRISE,"35013","","166814","09/08/2016","","",South Central/South East,South Central,Southwest,El Paso,"4140.42008","4189","45.01152478286284","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","8","32.305697",-106.738075,"2","2","108884",,,,,,1.9455620982889593E8
albuquerque,"0000",ABQ_BUDAGHERS,"676392","101256","35.461122",-106.332272,"Lot 31, Block one of Budaghers Estate",Algodones,Sandoval,NM,"87001","2","60",SBNHH-1D85C_PORT 1 - +45_00DT_0752 ,ANDREW,"13.294","211","025","025813","47.7815125038364",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025813_2","5230","376","78.25","0","1.0","1","5548.99295972","6404","2",LTE,"700",Macro,"0813 ABQ_BUDAGHERS (STA-0000)","0813",STA,ABQ_BUDAGHERS,"35043","","144428","","",EXIT 257 OFF I-25 N,South Central/South East,South Central,Southwest,Albuquerque,"5548.99295972","5548","250.06402657146","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","35.461122",-106.332272,"2","4","108887",,,,,,8.513559204317582E8
albuquerque,"0000",ABQ_BIGI,"676387","101251","35.108194",-106.627167,"1760 Menaul Blvd. N.E",Albuquerque,Bernalillo,NM,"87102","1","0",SBNHH-1D65B_PORT 2 - +45_00DT_2130 ,ANDREW,"16.188","48","025","025810","44.8",WPM_SU_ALB_TALL_PCS_112114_PHX,"",Unknown,"29.999801161218485","025810_1_4","975","39","60.25","0","0.0","","5029.52772","6402","14",LTE,PCS,Macro,"0810 ABQ_BIGI (STA-0000)","0810",STA,ABQ_BIG I,"35001","","144472","","","1760 Menaul Blvd. N. E",South Central/South East,South Central,Southwest,Albuquerque,"5029.52772","5040.4","50.0000016","",No,None (VZW Owned),Yes,"2437687",B2_5MHz_975,"5","025","35.108194",-106.627167,"2","4","108892",,,,,,4.2722819106321436E8
albuquerque,"0000",ABQ_BIGI,"676387","101251","35.108194",-106.627167,"1760 Menaul Blvd. N.E",Albuquerque,Bernalillo,NM,"87102","2","90",SBNHH-1D65B_PORT 2 - +45_00DT_2130 ,ANDREW,"16.188","48","025","025810","44.8",WPM_SU_ALB_TALL_PCS_112114_PHX,"",Unknown,"29.999801161218485","025810_2_4","975","40","60.25","0","0.0","","5029.52772","6402","24",LTE,PCS,Macro,"0810 ABQ_BIGI (STA-0000)","0810",STA,ABQ_BIG I,"35001","","144472","","","1760 Menaul Blvd. N. E",South Central/South East,South Central,Southwest,Albuquerque,"5029.52772","5040.4","50.0000016","",No,None (VZW Owned),Yes,"2437687",B2_5MHz_975,"5","025","35.108194",-106.627167,"2","4","108893",,,,,,1.6589673307542354E8
albuquerque,"0000",ABQ_BIGI,"676387","101251","35.108194",-106.627167,"1760 Menaul Blvd. N.E",Albuquerque,Bernalillo,NM,"87102","3","180",SBNHH-1D65B_PORT 2 - +45_00DT_2130 ,ANDREW,"16.188","48","025","025810","44.8",WPM_SU_ALB_TALL_PCS_112114_PHX,"",Unknown,"29.999801161218485","025810_3_4","975","41","60.25","0","0.0","","5029.52772","6402","34",LTE,PCS,Macro,"0810 ABQ_BIGI (STA-0000)","0810",STA,ABQ_BIG I,"35001","","144472","","","1760 Menaul Blvd. N. E",South Central/South East,South Central,Southwest,Albuquerque,"5029.52772","5040.4","50.0000016","",No,None (VZW Owned),Yes,"2437687",B2_5MHz_975,"5","025","35.108194",-106.627167,"2","4","108894",,,,,,1.1010405643259701E8
albuquerque,"0000",NM3_CERRO(7),"355421","103750","34.797617",-106.820133,"6mi S of SE Los Lunas, AT&T Road",Los Lunas,Valencia,NM,"87031","1","45",SBNHH-1D85C_PORT 3 - +45_06DT_2155 ,ANDREW,"15.52","120","025","025429","47.8",WPM_RU_AZNM_15M_AWS_052215_PHO,"",Unknown,"99.99975145152311","025429_1_2","2125","285","80.75","7","6.0","6","5439.6819326","6403","12",LTE,AWS,Macro,"0429 NM3_CERRO(7) (STA-0000)","0429",STA,NM3_CERRO,"35061","","144255","","","6 Miles S of SE Los Lunas",South Central/South East,South Central,Southwest,Albuquerque,"5439.6819326","5439","231.05916055202906","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","34.797617",-106.820133,"2","2","108895",,,,,,1.0920770622830178E8
albuquerque,"0000",NM3_CERRO(7),"355421","103750","34.797617",-106.820133,"6mi S of SE Los Lunas, AT&T Road",Los Lunas,Valencia,NM,"87031","2","165",SBNHH-1D85C_PORT 3 - +45_05DT_1950 ,ANDREW,"15.305","120","025","025429","47.8",WPM_RU_AZNM_15M_AWS_052215_PHO,"",Unknown,"99.99975145152311","025429_2_2","2125","286","78.75","5","5.0","5","5439.6819326","6403","22",LTE,AWS,Macro,"0429 NM3_CERRO(7) (STA-0000)","0429",STA,NM3_CERRO,"35061","","144255","","","6 Miles S of SE Los Lunas",South Central/South East,South Central,Southwest,Albuquerque,"5439.6819326","5439","231.05916055202906","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","34.797617",-106.820133,"2","2","108898",,,,,,1.0564452271232529E8
albuquerque,"0000",NM6_CLAYTON,"5015714","101542","32.94323944",-103.36256889,"1121 West Ave. D",Lovington,Lea,NM,"88260","1","0",SBNHH-1D65C_PORT 1 - +45_00DT_0750 ,ANDREW,"14.122","90","026","026718","46.02",WPM_RU_NM_FLAT_15M_700_052215_ALB,"",Unknown,"99.99975145152311","026718_1","5230","216","65","0","0.0","0","3920.6038","6659","1",LTE,"700",Macro,"0718 NM6_CLAYTON (STA-0000)","0718",STA,NM6_CLAYTON - A,"35025","9003158","385100","","","Site closet to center of the ring. LL slow in responding, wants $1,200 per month",South Central/South East,South Central,Southwest,Albuquerque,"3920.6038","3923.8","94.00000300800001","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","32.94323944",-103.36256889,"2","2","108899",,,,,,1.8377355967962565E9
albuquerque,"0000",ABQ_BUDAGHERS,"676392","101256","35.461122",-106.332272,"Lot 31, Block one of Budaghers Estate",Algodones,Sandoval,NM,"87001","3","230",SBNHH-1D85C_PORT 1 - +45_08DT_0752 ,ANDREW,"13.54","211","025","025813","47.7815125038364",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025813_3","5230","377","79.75","0","9.0","9","5548.99295972","6404","3",LTE,"700",Macro,"0813 ABQ_BUDAGHERS (STA-0000)","0813",STA,ABQ_BUDAGHERS,"35043","","144428","","",EXIT 257 OFF I-25 N,South Central/South East,South Central,Southwest,Albuquerque,"5548.99295972","5548","250.06402657146","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","35.461122",-106.332272,"2","4","108900",,,,,,3.3820414940210456E8
albuquerque,"0000",NM6_OLIVE,"5015730","101544","32.42373527",-104.2420006,"1207 W Mckay ST",CARLSBAD,Eddy,NM,"88220","1","0",QS8656-5_V3-0F_740MHZ_02DT_PORT1 ,QUINTEL USA INC,"13.167","60","026","026884","46.0205999132796",WPM_SU_NM_15M_700_052215_ALB,Ericsson,"4449","29.999801161218485","026884_1","5230","315","61.5","2","2.0","2","","6659","1",LTE,"700",Macro,"0884 NM6_OLIVE (STA-0000)","0884",STA,NM6_OLIVE,"35015","","385098","","","",South Central/South East,South Central,Southwest,Albuquerque,"","3128.5","65.00000208","",No,None (VZW Owned),Yes,"2561451",B13_10MHz_5230,"10","026","32.42373527",-104.2420006,"4","4","108901",,,,,,3.7352738266340774E8
albuquerque,"000X",ELP_MONTWOOD,"355267","100983","31.770831",-106.348236,"2118 B Wedgewood Dr",El Paso,El Paso,TX,"79925","1","20",QS8658-3_2100MHZ_04DT_PORT5 ,QUINTEL USA INC,"15.796","70.5","026","026332","43.0102999566398",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIC B4 RRH 2x60-4R,"29.999801161218485","026332_1_7","67086","297","61.75","2","4.0","4","","6657","17",LTE,AWS3,Macro,"0332 ELP_MONTWOOD (STA-000X)","0332",STA,ELP_MONTWOOD,"48141","","101727","","","",South Central/South East,South Central,Southwest,El Paso,"","3948.5","95.00000304000001","",No,None (VZW Owned),Yes,"",B66_10MHz_67086,"10","26","31.770831",-106.348236,"2","4","108902",POINT (-106.348236 31.770831),SDL,,,,3.3369327200407755E7
albuquerque,"000X",ELP_MONTWOOD,"355267","100983","31.770831",-106.348236,"2118 B Wedgewood Dr",El Paso,El Paso,TX,"79925","2","140",QS8658-3_2100MHZ_06DT_PORT5 ,QUINTEL USA INC,"15.774","70.5","026","026332","43.0102999566398",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIC B4 RRH 2x60-4R,"29.999801161218485","026332_2_7","67086","298","62.5","2","6.0","6","","6657","27",LTE,AWS3,Macro,"0332 ELP_MONTWOOD (STA-000X)","0332",STA,ELP_MONTWOOD,"48141","","101727","","","",South Central/South East,South Central,Southwest,El Paso,"","3948.5","95.00000304000001","",No,None (VZW Owned),Yes,"",B66_10MHz_67086,"10","26","31.770831",-106.348236,"2","4","108903",POINT (-106.348236 31.770831),SDL,,,,7526174.822139317
albuquerque,"0000",ABQ_BUDAGHERS,"676392","101256","35.461122",-106.332272,"Lot 31, Block one of Budaghers Estate",Algodones,Sandoval,NM,"87001","2","60",SBNHH-1D85C_PORT 3 - +45_03DT_2155 ,ANDREW,"15.625","211","025","025813","47.7815125038364",WPM_RU_AZNM_15M_AWS_052215_PHO,Nokia,RRH2x60-2100,"99.99975145152311","025813_2_2","2125","376","80.5","0","3.0","3","5548.99295972","6404","22",LTE,AWS,Macro,"0813 ABQ_BUDAGHERS (STA-0000)","0813",STA,ABQ_BUDAGHERS,"35043","","144428","","",EXIT 257 OFF I-25 N,South Central/South East,South Central,Southwest,Albuquerque,"5548.99295972","5548","250.06402657146","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.461122",-106.332272,"2","4","108904",,,,,,5.2505993130207705E8
albuquerque,"0000",ELP_SAUL,"2394679","101921","31.781536",-106.286308,"2867 Saul Kleinfeld Dr",El Paso,El Paso,TX,"79936","1","0",QS8658-3_757MHZ_06DT_PORT1 ,QUINTEL USA INC,"12.185","62","026","026143","46.0205999132796",WPM_SU_LCR_ELP_TALL_700_083016_ALB,Nokia,UHBA B13 RRH 4x30,"29.999801161218485","026143_1","5230","282","60.5","3","6.0","6","3996.06312","6657","1",LTE,"700",Macro,"0143 ELP_SAUL (STA-0000)","0143",STA,ELP_SAUL - ELP Saul - Alt 1,"48141","","289558","10/23/2015","","",South Central/South East,South Central,Southwest,El Paso,"3996.06312","0","0","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","31.781536",-106.286308,"2","2","108911",,,,,,4.488554484504404E8
albuquerque,"0000",ELP_SAUL,"2394679","101921","31.781536",-106.286308,"2867 Saul Kleinfeld Dr",El Paso,El Paso,TX,"79936","1","0",QS8658-3_2100MHZ_03DT_PORT5 ,QUINTEL USA INC,"15.566","62","026","026143","47.7815125038364",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIC B4 RRH 2x60-4R,"29.999801161218485","026143_1_2","2125","282","62.25","3","3.0","3","3996.06312","6657","12",LTE,AWS,Macro,"0143 ELP_SAUL (STA-0000)","0143",STA,ELP_SAUL - ELP Saul - Alt 1,"48141","","289558","10/23/2015","","",South Central/South East,South Central,Southwest,El Paso,"3996.06312","0","0","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","8","31.781536",-106.286308,"2","4","108912",,,,,,3.6130938832820565E7
albuquerque,"0000",ELP_SAUL,"2394679","101921","31.781536",-106.286308,"2867 Saul Kleinfeld Dr",El Paso,El Paso,TX,"79936","2","120",QS8658-3_757MHZ_05DT_PORT1 ,QUINTEL USA INC,"12.304","62","026","026143","46.0205999132796",WPM_SU_LCR_ELP_TALL_700_083016_ALB,Nokia,UHBA B13 RRH 4x30,"29.999801161218485","026143_2","5230","283","60.5","4","5.0","5","3996.06312","6657","2",LTE,"700",Macro,"0143 ELP_SAUL (STA-0000)","0143",STA,ELP_SAUL - ELP Saul - Alt 1,"48141","","289558","10/23/2015","","",South Central/South East,South Central,Southwest,El Paso,"3996.06312","0","0","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","31.781536",-106.286308,"2","2","108913",,,,,,2.6850640715860224E8
albuquerque,"0000",NM1_MENTMORE,"2384554","101958","35.500139",-108.864389,"Hwy 66, at Crestview Rd",Gallup,McKinley,NM,"87301","3","240",SBNHH-1D85C_PORT 3 - +45_01DT_2155 ,ANDREW,"15.607","155","025","025630","47.8",WPM_RU_HILLY_AZNM_15M_AWS_052215_PHO,Nokia,RRh2x60-2100,"99.99975145152311","025630_3_2","2125","62","82.25","0","1.0","1","6409.90506076","6405","32",LTE,AWS,Macro,"0630 NM1_MENTMORE (STA-0000)","0630",STA,NM1_MENTMORE - Alt 1,"35031","","284819","05/10/2016","","",South Central/South East,South Central,Southwest,Albuquerque,"6409.90506076","6401","251.06428267774575","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.500139",-108.864389,"2","4","108916",,,,,,9.19861000538863E7
albuquerque,"0000",ABQ_CEDRO(7),"480837","102809","35.0531",-106.351767,"""On Cedro Peak, Cibola National Forest""",Tijeras,Bernalillo,NM,"87059","1","20",SBNHH-1D85C_PORT 3 - +45_04DT_1950 ,ANDREW,"15.36","48","025","025884","47.8",WPM_RU_HILLY_AZNM_15M_AWS_052215_PHO,Nokia,RRH2x60-2100,"99.99975145152311","025884_1_2","2125","315","78.25","0","4.0","4","7769.9805636","6403","12",LTE,AWS,Macro,"0884 ABQ_CEDRO(7) (STA-0000)","0884",STA,ABQ_CEDROPEAK,"35001","","226555","05/23/2016","","",South Central/South East,South Central,Southwest,Albuquerque,"7769.9805636","7767","0","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.0531",-106.351767,"2","4","108919",,,,,,1.24444301738837E9
albuquerque,"0000",ABQ_CEDRO(7),"480837","102809","35.0531",-106.351767,"""On Cedro Peak, Cibola National Forest""",Tijeras,Bernalillo,NM,"87059","2","170",SBNHH-1D85B_PORT 3 - +45_00DT_1950 ,ANDREW,"15.311","48","025","025884","47.8",WPM_RU_HILLY_AZNM_15M_AWS_052215_PHO,Nokia,RRH2x60-2100,"99.99975145152311","025884_2_2","2125","316","76.75","0","0.0","0","7769.9805636","6403","22",LTE,AWS,Macro,"0884 ABQ_CEDRO(7) (STA-0000)","0884",STA,ABQ_CEDROPEAK,"35001","","226555","05/23/2016","","",South Central/South East,South Central,Southwest,Albuquerque,"7769.9805636","7767","0","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.0531",-106.351767,"2","4","108924",,,,,,2.5355858356915565E9
albuquerque,"0OLD",ELP_IHCHASE,"620886","625478","31.760719",-106.488349,"201 E. Main St",El Paso,El Paso,TX,"79901","3","350",HEX458CW0000X-T00-850-(-45)-RED ,AMPHENOL,"15.1","272","026","026375","42.1997725674462",WPM_DU_EP_TS_AQ_TALL_700_112114_PHX,Ericsson,"4449","29.999801161218485","026375_3_5","2485","86","43","0","0.0","5","3723.46796692","6657","35",LTE,Cellular,Macro,"0375 ELP_IHCHASE (STA-0OLD)","0375",STA,ELP_IHCHASE,"48141","","226699","","","",South Central/South East,South Central,Southwest,El Paso,"3723.46796692","3730","279.50000894400006","",No,None (VZW Owned),Yes,"",B5_5MHz_2485,"5","026","31.760719",-106.488349,"4","4","108925",,,,,,1.1535933753194253E8
albuquerque,"0000",LSC_DOOLITTLE,"2635961","101263","32.32846",-106.807112,"2211 N. Valley",Las Cruces,Dona Ana,NM,"88007","3","240",QS8658-3_757MHZ_04DT_PORT1 ,QUINTEL USA INC,"12.498","65","026","026429","47.7815125038364",WPM_SU_LCR_ELP_TALL_700_083016_ALB,"",Unknown,"29.999801161218485","026429_3","5230","83","60.75","3","4.0","4","3900.91876","6658","3",LTE,"700",Macro,"0429 LSC_DOOLITTLE (STA-0000)","0429",STA,LSC_DOOLITTLE - ALT 1,"35013","","286825","09/14/2016","","",South Central/South East,South Central,Southwest,El Paso,"3900.91876","3901.5","67.01715912115138","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","26","32.32846",-106.807112,"2","4","108928",,,,,,1.8538767381026304E8
albuquerque,"0000",LSC_DOOLITTLE,"2635961","101263","32.32846",-106.807112,"2211 N. Valley",Las Cruces,Dona Ana,NM,"88007","3","240",QS8658-3_2100MHZ_02DT_PORT5 ,QUINTEL USA INC,"15.443","65","026","026429","47.7815125038364",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,"",Unknown,"29.999801161218485","026429_3_2","2125","83","62.5","3","2.0","2","3900.91876","6658","32",LTE,AWS,Macro,"0429 LSC_DOOLITTLE (STA-0000)","0429",STA,LSC_DOOLITTLE - ALT 1,"35013","","286825","09/14/2016","","",South Central/South East,South Central,Southwest,El Paso,"3900.91876","3901.5","67.01715912115138","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","26","32.32846",-106.807112,"2","4","108929",,,,,,8.937149569491133E7
albuquerque,"0000",ABQ_ESPERANZA,"676455","101277","35.076644",-106.714456,"7000 Central Ave SW",Albuquerque,Bernalillo,NM,"87121","1","340",SBNHH-1D45B_PORT 3 - +45_05DT_1950 ,ANDREW,"17.65","62","025","025832","47.8",WPM_SU_ALB_TALL_PCS_112114_PHX,Nokia,RRH2x60-2100,"29.999801161218485","025832_1_2","2125","417","42.5","0","5.0","5","5085.302","6401","12",LTE,AWS,Macro,"0832 ABQ_ESPERANZA (STA-0000)","0832",STA,ABQ_ESPERANZA,"35001","","169096","","","",South Central/South East,South Central,Southwest,Albuquerque,"5085.302","5089","65.01664690857955","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.076644",-106.714456,"2","4","108936",,,,,,1.258082691312374E7
albuquerque,"0000",ABQ_ESPERANZA,"676455","101277","35.076644",-106.714456,"7000 Central Ave SW",Albuquerque,Bernalillo,NM,"87121","2","200",SBNHH-1D45B_PORT 3 - +45_06DT_2155 ,ANDREW,"18.23","62","025","025832","47.8",WPM_SU_ALB_TALL_PCS_112114_PHX,Nokia,RRH2x60-2100,"29.999801161218485","025832_2_2","2125","418","42","0","6.0","6","5085.302","6401","22",LTE,AWS,Macro,"0832 ABQ_ESPERANZA (STA-0000)","0832",STA,ABQ_ESPERANZA,"35001","","169096","","","",South Central/South East,South Central,Southwest,Albuquerque,"5085.302","5089","65.01664690857955","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.076644",-106.714456,"2","4","108937",,,,,,6652288.146765543
albuquerque,"0000",ABQ_ESPERANZA,"676455","101277","35.076644",-106.714456,"7000 Central Ave SW",Albuquerque,Bernalillo,NM,"87121","3","270",SBNHH-1D65B_PORT 2 - +45_04DT_1900 ,ANDREW,"15.681","62","025","025832","47.8",WPM_SU_ALB_TALL_PCS_112114_PHX,Nokia,RRH2x60-2100,"29.999801161218485","025832_3_2","2125","419","54.75","6","4.0","4","5085.302","6401","32",LTE,AWS,Macro,"0832 ABQ_ESPERANZA (STA-0000)","0832",STA,ABQ_ESPERANZA,"35001","","169096","","","",South Central/South East,South Central,Southwest,Albuquerque,"5085.302","5089","65.01664690857955","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","7","35.076644",-106.714456,"2","4","108938",,,,,,2.784088363611613E7
albuquerque,"0000",ABQ_RIORANCHO,"355531","101473","35.232674",-106.653091,"1565 Stephanie Rd SE",Rio Rancho,Sandoval,NM,"87124","1","60",SBNHH-1D65C_PORT 2 - +45_06DT_1900 ,ANDREW,"15.86","150","025","025862","47.7815125038364",WPM_SU_ALB_TALL_PCS_112114_PHX,"",Unknown,"29.999801161218485","025862_1_4","975","201","53.5","0","6.0","6","5262.46736","6401","14",LTE,PCS,Macro,"0862 ABQ_RIORANCHO (STA-0000)","0862",STA,ABQ_RIORANCHO,"35043","","144461","",ABQ RIO RANCHO,"",South Central/South East,South Central,Southwest,Albuquerque,"5262.46736","5263.1","150.0000048","",No,None (VZW Owned),Yes,"",B2_5MHz_975,"5","9","35.232674",-106.653091,"2","4","108939",,,,,,3.962863536438586E7
albuquerque,"0000",ABQ_RIORANCHO,"355531","101473","35.232674",-106.653091,"1565 Stephanie Rd SE",Rio Rancho,Sandoval,NM,"87124","2","220",SBNHH-1D65C_PORT 2 - +45_05DT_1900 ,ANDREW,"15.86","67","025","025862","47.7815125038364",WPM_SU_ALB_TALL_PCS_112114_PHX,"",Unknown,"29.999801161218485","025862_2_4","975","202","53.5","0","5.0","5","5262.46736","6401","24",LTE,PCS,Macro,"0862 ABQ_RIORANCHO (STA-0000)","0862",STA,ABQ_RIORANCHO,"35043","","144461","",ABQ RIO RANCHO,"",South Central/South East,South Central,Southwest,Albuquerque,"5262.46736","5263.1","150.0000048","",No,None (VZW Owned),Yes,"",B2_5MHz_975,"5","9","35.232674",-106.653091,"2","4","108940",,,,,,5.950784274490159E7
albuquerque,"0000",NM4_NAMBE,"355406","101933","35.84858555",-105.9926,"32 Arroyo Cuyamungue Rd",Santa Fe,Santa Fe,NM,"87506","1","10",SBNHH-1D85C_PORT 3 - +45_00DT_1950 ,ANDREW,"15.235","249","025","025533","47.7815125038364",WPM_RU_HILLY_AZNM_15M_AWS_052215_PHO,Nokia,RRH2x60-1900A-4R,"99.99975145152311","025533_1_4","975","216","77.75","0","0.0","0","","6404","14",LTE,PCS,Macro,"0533 NM4_NAMBE (STA-0000)","0533",STA,NM4_NAMBE,"35049","","144270","","",Cuyamunge Arroyo,South Central/South East,South Central,Southwest,Albuquerque,"","6138.2","250.000008","",No,None (VZW Owned),Yes,"",B2_5MHz_975,"5","025","35.84859",-105.9926,"2","4","108946",,,,,,7.271929082731307E8
